paper,cross,paper_ID,exp_ID,obs_ID,region,duration_first,duration_last,C_type,C_rate,C_calc,C_app,C_total,C_year,plant,plant_category,plant_anper,plant_gfs,seeding_exotic,seeding_native,plot,n_trt,n_cntrl,biomass_mean_trt,biomass_SE_trt,biomass_SD_trt,biomass_mean_cntrl,biomass_SE_cntrl,biomass_SD_cntrl,cover_mean_trt,cover_SE_trt,cover_SD_trt,cover_mean_cntrl,cover_SE_cntrl,cover_SD_cntrl,density_mean_trt,density_SE_trt,density_SD_trt,density_mean_cntrl,density_SE_cntrl,density_SD_cntrl
Nowak_2006,main: CB ID '03,33,37,768,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,300,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.288675,0.166667,,0.288675
Nowak_2006,main: CB ID '03,33,37,769,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: CB ID '03,33,37,770,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Bromus tectorum L.,exotic annual graminoid,annual,graminoid,300,0,3.75,3,3,,,,,,,,,,,,,0.166667,,0.288675,0,,0
Nowak_2006,main: CB ID '03,33,37,771,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0.166667,,0.288675,0,,0
Nowak_2006,main: CB ID '03,33,37,772,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,1.833333,,2.362908,1.5,,2.598076
Nowak_2006,main: CB ID '03,33,37,773,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,300,300,3.75,3,3,,,,,,,,,,,,,2.833333,,1.443376,1.166667,,1.258306
Nowak_2006,main: CB ID '03,33,37,774,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,0,300,3.75,3,3,,,,,,,,,,,,,2.166667,,0.763763,2.166667,,1.040833
Nowak_2006,main: CB ID '03,33,37,775,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,4.833333,,0.763763,6.166667,,5.484828
Nowak_2006,main: CB ID '03,33,37,776,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,5.833333,,4.536886,3.166667,,2.516611
Nowak_2006,main: CB ID '03,33,37,777,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0.5,,0.5,0.666667,,0.288675
Nowak_2006,main: CB ID '03,33,37,778,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.288675,5.333333,,2.565801
Nowak_2006,main: CB ID '03,33,37,779,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,0.166667,,0.288675,0.5,,0
Nowak_2006,main: CB ID '03,33,37,780,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.288675,0.666667,,0.763763
Nowak_2006,main: CB ID '04,33,37,781,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,7.833333,,8.892881,4.666667,,4.072264
Nowak_2006,main: CB ID '04,33,37,782,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,2.333333,,4.041452,0,,0
Nowak_2006,main: CB ID '04,33,37,783,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.57735,4,,2.645751
Nowak_2006,main: CB ID '04,33,37,784,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,5.166667,,5.965177
Nowak_2006,main: CB ID '04,33,37,785,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: CB ID '04,33,37,786,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: CB ID '04,33,37,787,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Bromus tectorum L.,exotic annual graminoid,annual,graminoid,300,0,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: CB ID '04,33,37,788,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,3.666667,,1.154701
Nowak_2006,main: CB ID '04,33,37,789,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,3.166667,,1.258306
Nowak_2006,main: CB ID '04,33,37,790,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,300,300,3.75,3,3,,,,,,,,,,,,,1.333333,,1.154701,4.166667,,1.892969
Nowak_2006,main: CB ID '04,33,37,791,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,0,300,3.75,3,3,,,,,,,,,,,,,2,,3.464102,1.166667,,1.258306
Nowak_2006,main: CB ID '04,33,37,792,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,1.666667,,1.607275,20,,17.38534
Nowak_2006,main: CB ID '04,33,37,793,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0.666667,,0.763763,2.666667,,1.755942
Nowak_2006,main: CB ID '04,33,37,794,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,20,,7.81025
Nowak_2006,main: CB ID '04,33,37,795,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0.5,,0.5
Nowak_2006,main: CB ID '04,33,37,796,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.57735,0,,0
Nowak_2006,main: CB ID '04,33,37,797,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '03,33,38,798,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,1,,1.732051,0,,0
Nowak_2006,main: IR NV '03,33,38,799,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,1,,1.732051,0.333333,,0.57735
Nowak_2006,main: IR NV '03,33,38,800,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,2,,1.732051,2,,2
Nowak_2006,main: IR NV '03,33,38,801,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0.333333,,0.57735
Nowak_2006,main: IR NV '03,33,38,802,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,300,300,3.75,3,3,,,,,,,,,,,,,24.66667,,7.637626,30.33333,,3.05505
Nowak_2006,main: IR NV '03,33,38,803,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,0,300,3.75,3,3,,,,,,,,,,,,,20.33333,,3.21455,15,,9.643651
Nowak_2006,main: IR NV '03,33,38,804,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Bromus tectorum L.,exotic annual graminoid,annual,graminoid,300,0,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '03,33,38,805,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,2,,2.645751,2.666667,,3.05505
Nowak_2006,main: IR NV '03,33,38,806,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0.666667,,0.57735,0,,0
Nowak_2006,main: IR NV '03,33,38,807,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,300,300,3.75,3,3,,,,,,,,,,,,,9,,2,14.33333,,3.785939
Nowak_2006,main: IR NV '03,33,38,808,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,0,300,3.75,3,3,,,,,,,,,,,,,11.66667,,5.033223,7,,6.557439
Nowak_2006,main: IR NV '03,33,38,809,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,2.333333,,0.57735
Nowak_2006,main: IR NV '03,33,38,810,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '03,33,38,811,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,1,,1
Nowak_2006,main: IR NV '03,33,38,812,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '03,33,38,813,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '03,33,38,814,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,0.666667,,1.154701,0,,0
Nowak_2006,main: IR NV '04,33,38,815,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '04,33,38,816,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '04,33,38,817,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,15.33333,,11.54701,6,,5.567764
Nowak_2006,main: IR NV '04,33,38,818,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0.666667,,1.154701
Nowak_2006,main: IR NV '04,33,38,819,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,1,,1.732051
Nowak_2006,main: IR NV '04,33,38,820,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,0,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.57735,0,,0
Nowak_2006,main: IR NV '04,33,38,821,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Bromus tectorum L.,exotic annual graminoid,annual,graminoid,300,0,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '04,33,38,822,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '04,33,38,823,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '04,33,38,824,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,300,300,3.75,3,3,,,,,,,,,,,,,2.666667,,1.527525,2,,1
Nowak_2006,main: IR NV '04,33,38,825,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,0,300,3.75,3,3,,,,,,,,,,,,,1.333333,,1.154701,3.333333,,5.773503
Nowak_2006,main: IR NV '04,33,38,826,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,11.33333,,5.033223,16.66667,,6.429101
Nowak_2006,main: IR NV '04,33,38,827,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,4.666667,,6.429101,21.33333,,12.34234
Nowak_2006,main: IR NV '04,33,38,828,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '04,33,38,829,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '04,33,38,830,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: IR NV '04,33,38,831,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,832,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,833,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,834,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,835,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,1.666667,,0.57735,0,,0
Nowak_2006,main: EV NV '03,33,39,836,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,837,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,838,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Bromus tectorum L.,exotic annual graminoid,annual,graminoid,300,0,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,839,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.57735,0,,0
Nowak_2006,main: EV NV '03,33,39,840,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,2.333333,,2.516611,1.666667,,0.57735
Nowak_2006,main: EV NV '03,33,39,841,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,842,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,0,300,3.75,3,3,,,,,,,,,,,,,0.666667,,1.154701,0.666667,,1.154701
Nowak_2006,main: EV NV '03,33,39,843,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0.666667,,1.154701,3,,5.196152
Nowak_2006,main: EV NV '03,33,39,844,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,845,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0.666667,,1.154701
Nowak_2006,main: EV NV '03,33,39,846,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,1,,1
Nowak_2006,main: EV NV '03,33,39,847,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '03,33,39,848,"Great Basin, USA",30.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '04,33,39,849,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '04,33,39,850,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.57735,33,,57.15768
Nowak_2006,main: EV NV '04,33,39,851,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,1.166667,,1.607275,5,,7.399324
Nowak_2006,main: EV NV '04,33,39,852,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,13.66667,,17.78576,0,,0
Nowak_2006,main: EV NV '04,33,39,853,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '04,33,39,854,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '04,33,39,855,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Bromus tectorum L.,exotic annual graminoid,annual,graminoid,300,0,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '04,33,39,856,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: EV NV '04,33,39,857,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.57735,1.666667,,2.886751
Nowak_2006,main: EV NV '04,33,39,858,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,300,300,3.75,3,3,,,,,,,,,,,,,0.166667,,0.288675,1,,1.732051
Nowak_2006,main: EV NV '04,33,39,859,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,native mix,native perennial,perennial,unknown,0,300,3.75,3,3,,,,,,,,,,,,,0.166667,,0.288675,0.333333,,0.57735
Nowak_2006,main: EV NV '04,33,39,860,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0.5,,0,6.5,,3.041381
Nowak_2006,main: EV NV '04,33,39,861,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Poa secunda,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0.166667,,0.288675,1,,0.5
Nowak_2006,main: EV NV '04,33,39,862,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,0.166667,,0.288675,0.166667,,0.288675
Nowak_2006,main: EV NV '04,33,39,863,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Pseudoroegneria spicata,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,0.333333,,0.288675,1.666667,,2.886751
Nowak_2006,main: EV NV '04,33,39,864,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,0.5,,0.866025,0.166667,,0.288675
Nowak_2006,main: EV NV '04,33,39,865,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Sphaeralcea coccinea,native biennial perennial forb subshrub,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: LB OR '03,33,40,866,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,300,300,3.75,3,3,,,,,,,,,,,,,18.66667,,8.557289,22.16667,,16.18881
Nowak_2006,main: LB OR '03,33,40,867,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Achillea millefolium,native perennial forb,perennial,forb,0,300,3.75,3,3,,,,,,,,,,,,,17.33333,,3.445988,3.333333,,4.575171
Nowak_2006,main: LB OR '03,33,40,868,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,12.33333,,12.43051,13.33333,,11.15536
Nowak_2006,main: LB OR '03,33,40,869,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Agropyron fragile (Roth) P. Candargy (Vavilov Siberian wheatgrass),native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,1.666667,,2.886751,6.166667,,4.466441
Nowak_2006,main: LB OR '03,33,40,870,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,300,300,3.75,3,3,,,,,,,,,,,,,15,,11.32708,6.5,,1.835656
Nowak_2006,main: LB OR '03,33,40,871,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Artemisia tridentata ssp. wyomingensis,native perennial shrub tree,perennial,shrub,0,300,3.75,3,3,,,,,,,,,,,,,2.833333,,3.34312,21.33333,,2.809401
Nowak_2006,main: LB OR '03,33,40,872,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Bromus tectorum L.,exotic annual graminoid,annual,graminoid,300,0,3.75,3,3,,,,,,,,,,,,,0,,0,0,,0
Nowak_2006,main: LB OR '03,33,40,873,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,300,300,3.75,3,3,,,,,,,,,,,,,1.833333,,1.07735,1.666667,,0.788675
Nowak_2006,main: LB OR '03,33,40,874,"Great Basin, USA",18.5,14.5,sucrose,150,no,2,150,first year,Elymus multisetus,native perennial graminoid,perennial,graminoid,0,300,3.75,3,3,,,,,,,,,,,,,7.833333,,3.027525,5.666667,,1.527525
